case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_b6c8a5643e6df0fb,609,,,unknown,unknown,2008-04-17,2008,traffic_accident,3204,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_990519e5bd1fd4a2,611,,2011도14247,unknown,unknown,2012-01-27,2012,medical_professional,2247,fail,criminal_case;insurance_payment_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,치료비,criminal_case;insurance_payment_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_9e12ac0771cd9871,616,,,unknown,unknown,2018-02-01,2018,contract_only,1657,fail,contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_4522bb60f0aefe5d,621,,2018도6477,대구지방법원,trial,2020-05-15,2020,traffic_accident,3527,fail,criminal_case,주의의무,criminal_case,,
KR_1f380e2175966364,628,,2011다91784,부산고등법원,supreme,2015-09-24,2015,traffic_accident,3646,fail,supreme_court_excluded;administrative_only;warning_weak_fact_background_signal,손해배상,supreme_court_excluded;administrative_only,warning_weak_fact_background_signal,
KR_b0b83da14b4c6661,629,,,unknown,unknown,2017-09-15,2017,contract_only,2204,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_b823cfe87b20da0c,634,,2018고합70,unknown,unknown,2017-06-23,2017,medical_professional,2693,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_2c7f2ac78823ec4b,636,,,unknown,unknown,2018-05-02,2018,medical_professional,8834,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e616a379c1d58102,637,,2017고단584,울산지방법원,trial,2016-08-10,2016,traffic_accident,11734,fail,criminal_case;warning_weak_fact_background_signal,손해배상,criminal_case,warning_weak_fact_background_signal,
KR_50b5bf7acf0180fa,648,,,대법원,supreme,1999-02-05,1999,traffic_accident,1950,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상;불법행위,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_59cc0d634a4588a3,650,,,unknown,unknown,2006-09-21,2006,traffic_accident,5242,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_00389ac53068b3f1,657,,,unknown,unknown,1979-08-24,1979,facility_product_safety,7552,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위;위자료,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_649b225fc961346d,676,,,전주지방법원,trial,1988-01-29,1988,traffic_accident,7817,warning,,손해배상;불법행위,,warning_unknown_case_number,
KR_02fcf60426be56de,703,,,unknown,unknown,1983-07-13,1983,traffic_accident,4246,warning,,손해배상;위자료;치료비,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c84985b339ee8bc7,725,,,unknown,unknown,2009-06-26,2009,contract_only,18917,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_63e5195ba12385b1,726,,,unknown,unknown,2020-11-22,2020,traffic_accident,1316,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,치료비;주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_48379280a9a2cd9b,735,,,unknown,unknown,2020-10-06,2020,facility_product_safety,1198,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d401839919c741db,748,,,unknown,unknown,2021-04-16,2021,traffic_accident,1171,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_ac76f934cdb1e9e9,749,,,서울고등법원,supreme,1987-04-27,1987,medical_professional,12825,fail,supreme_court_excluded;criminal_case;administrative_only;warning_unknown_case_number,손해배상;주의의무,supreme_court_excluded;criminal_case;administrative_only,warning_unknown_case_number,
KR_4ddd74252325b424,756,,2020고단2453,서울중앙지방법원,trial,2007-10-10,2007,traffic_accident,1708,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_9e082fb18db686df,758,,,unknown,unknown,2019-01-29,2019,traffic_accident,2479,warning,,손해배상;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_a20580b7387a9452,762,,,unknown,unknown,1974-08-13,1974,contract_only,4761,fail,administrative_only;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_fc60c0957c2f2307,763,,1402의9,unknown,unknown,1975-07-30,1975,property_economic_harm,2045,warning,,손해배상;불법행위;과실상계;주의의무,,warning_unknown_court_level;warning_unknown_court_name,
KR_4c0c07644cb6eb1d,764,,2002다22106,대법원,supreme,2002-06-28,2002,traffic_accident,2299,fail,supreme_court_excluded,손해배상;불법행위,supreme_court_excluded,,
KR_c86b7b5747ab61be,782,,,unknown,unknown,2020-09-22,2020,unclear,1322,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위;위자료,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_df4e8dd4213cceec,786,,,unknown,unknown,2021-02-22,2021,traffic_accident,1269,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_a447da8646ccc4c0,801,,2009다53499,unknown,supreme,2020-07-29,2020,traffic_accident,7006,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입;주의의무;사용자책임,supreme_court_excluded,warning_unknown_court_name,
KR_ec0252d5e5364773,808,,,unknown,unknown,2011-04-30,2011,contract_only,8753,fail,criminal_case;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8aabbe95632e6eef,821,,2008다19973,unknown,supreme,2019-04-30,2019,contract_only,4580,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상,supreme_court_excluded;contract_only,warning_unknown_court_name,
KR_ebc96b39069fd32a,822,,,unknown,unknown,2020-12-21,2020,traffic_accident,1570,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8d8e28c019a2565f,828,,2009다37138,unknown,supreme,2019-11-12,2019,traffic_accident,6032,fail,supreme_court_excluded;family_only;warning_unknown_court_name,손해배상;위자료;치료비,supreme_court_excluded;family_only,warning_unknown_court_name,
KR_0531e82e70c6ca21,831,,,unknown,unknown,2014-12-11,2014,traffic_accident,3775,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;위자료;치료비;일실수입,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_67f00c418e10d4a4,836,,,unknown,unknown,1989-12-26,1989,unclear,890,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;과실상계,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_7cef9bd824535d69,839,,2018차1556,unknown,unknown,2019-11-06,2019,contract_only,3523,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name,
KR_bcb0394676089921,842,,2005다25298,unknown,supreme,2017-03-01,2017,medical_professional,6324,fail,supreme_court_excluded;administrative_only;warning_unknown_court_name,손해배상;위자료,supreme_court_excluded;administrative_only,warning_unknown_court_name,
KR_0b0d36ba46556c72,851,,2020고단5631,인천지방법원,trial,2020-01-28,2020,unclear,1929,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상;불법행위,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_217fb36d541af995,854,,2003다24147,unknown,supreme,2018-10-19,2018,personal_injury,2638,fail,supreme_court_excluded;family_only;warning_unknown_court_name,손해배상;불법행위;위자료;치료비,supreme_court_excluded;family_only,warning_unknown_court_name,
KR_c3b044c8c6204680,863,,,서울고등법원,appellate,,,traffic_accident,926,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,불법행위,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_2de29d63e6481d59,867,,2016다249557,unknown,supreme,2020-04-17,2020,medical_professional,8786,fail,supreme_court_excluded;administrative_only;insurance_payment_only;warning_unknown_court_name,손해배상,supreme_court_excluded;administrative_only;insurance_payment_only,warning_unknown_court_name,
KR_77085ce39d867cd8,871,,,unknown,unknown,2016-02-16,2016,medical_professional,2773,warning,,손해배상;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_5ff41bae00ae0d8f,879,,,unknown,unknown,2021-07-17,2021,traffic_accident,1527,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_402cb8c2ca2509af,883,,,unknown,unknown,2020-10-20,2020,traffic_accident,2084,fail,criminal_case;family_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;family_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2bce5f04617203cd,885,,2011다111961,unknown,supreme,2014-06-17,2014,medical_professional,5826,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;위자료;일실수입,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_4741601ad6d6
KR_71636088db9a104c,887,,,unknown,unknown,1973-09-20,1973,property_economic_harm,4619,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_98e9286886692a96,888,,2017다268142,서울북부지방법원,supreme,2020-06-27,2020,medical_professional,5952,fail,supreme_court_excluded,손해배상,supreme_court_excluded,,grp_537541af06cb
KR_221f5db2d20930f4,904,,,대구지방법원 안동지원,trial,2009-05-21,2009,traffic_accident,1687,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_e99562cfe728410b,907,,,대구지방법원 상주지원,trial,,,property_economic_harm,892,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,치료비,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
